Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
D,Calen Addison (30545922),Calen Addison,30545922,D/UTIL,4000,MIN@PHI 10/26/2023 07:30PM ET,MIN,5.9
RW,Anthony Duclair (30545562),Anthony Duclair,30545562,W/UTIL,4000,SJ@TB 10/26/2023 07:00PM ET,SJ,3.6
LW,Brandon Saad (30545566),Brandon Saad,30545566,W/UTIL,3900,STL@CGY 10/26/2023 09:00PM ET,STL,8.12
RW,Jordan Eberle (30545568),Jordan Eberle,30545568,W/UTIL,3900,SEA@CAR 10/26/2023 07:00PM ET,SEA,6.04
D,Neal Pionk (30545926),Neal Pionk,30545926,D/UTIL,3900,WPG@DET 10/26/2023 07:00PM ET,WPG,6.3
C,Sean Monahan (30545286),Sean Monahan,30545286,C/UTIL,3900,CLS@MON 10/26/2023 07:00PM ET,MON,8.67
LW,Jack Roslovic (30545564),Jack Roslovic,30545564,W/UTIL,3900,CLS@MON 10/26/2023 07:00PM ET,CLS,8.6
D,David Savard (30545924),David Savard,30545924,D/UTIL,3900,CLS@MON 10/26/2023 07:00PM ET,MON,8.04
D,Jonas Brodin (30545928),Jonas Brodin,30545928,D/UTIL,3900,MIN@PHI 10/26/2023 07:30PM ET,MIN,11.05
RW,Mike Hoffman (30545570),Mike Hoffman,30545570,W/UTIL,3900,SJ@TB 10/26/2023 07:00PM ET,SJ,3.73
C,Matthew Poitras (30545288),Matthew Poitras,30545288,C/UTIL,3800,ANH@BOS 10/26/2023 07:00PM ET,BOS,8.48
LW,Jaden Schwartz (30545574),Jaden Schwartz,30545574,W/UTIL,3800,SEA@CAR 10/26/2023 07:00PM ET,SEA,10.53
LW,Eeli Tolvanen (30545576),Eeli Tolvanen,30545576,W/UTIL,3800,SEA@CAR 10/26/2023 07:00PM ET,SEA,5.64
RW,Kaapo Kakko (30545578),Kaapo Kakko,30545578,W/UTIL,3800,NYR@EDM 10/26/2023 09:00PM ET,NYR,4.97
D,Jeff Petry (30545936),Jeff Petry,30545936,D/UTIL,3800,WPG@DET 10/26/2023 07:00PM ET,DET,5.3
RW,Josh Anderson (30545572),Josh Anderson,30545572,W/UTIL,3800,CLS@MON 10/26/2023 07:00PM ET,MON,5.23
D,Adam Pelech (30545930),Adam Pelech,30545930,D/UTIL,3800,OTT@NYI 10/26/2023 07:30PM ET,NYI,7.04
D,Ryan Pulock (30545932),Ryan Pulock,30545932,D/UTIL,3800,OTT@NYI 10/26/2023 07:30PM ET,NYI,6.56
D,Scott Mayfield (30545934),Scott Mayfield,30545934,D/UTIL,3800,OTT@NYI 10/26/2023 07:30PM ET,NYI,11.2
LW,Calle Jarnkrok (30545584),Calle Jarnkrok,30545584,W/UTIL,3700,TOR@DAL 10/26/2023 08:00PM ET,TOR,5.12
RW,Oliver Bjorkstrand (30545582),Oliver Bjorkstrand,30545582,W/UTIL,3700,SEA@CAR 10/26/2023 07:00PM ET,SEA,7.71
D,Brett Pesce (30545940),Brett Pesce,30545940,D/UTIL,3700,SEA@CAR 10/26/2023 07:00PM ET,CAR,10.24
D,Adam Larsson (30545942),Adam Larsson,30545942,D/UTIL,3700,SEA@CAR 10/26/2023 07:00PM ET,SEA,7.63
D,Justin Schultz (30545944),Justin Schultz,30545944,D/UTIL,3700,SEA@CAR 10/26/2023 07:00PM ET,SEA,3.89
LW,Nino Niederreiter (30545580),Nino Niederreiter,30545580,W/UTIL,3700,WPG@DET 10/26/2023 07:00PM ET,WPG,5.78
C,Morgan Frost (30545290),Morgan Frost,30545290,C/UTIL,3700,MIN@PHI 10/26/2023 07:30PM ET,PHI,2.15
LW,Marcus Johansson (30545588),Marcus Johansson,30545588,W/UTIL,3700,MIN@PHI 10/26/2023 07:30PM ET,MIN,6.32
D,Rasmus Ristolainen (30545938),Rasmus Ristolainen,30545938,D/UTIL,3700,MIN@PHI 10/26/2023 07:30PM ET,PHI,0
LW,Alexander Barabanov (30545586),Alexander Barabanov,30545586,W/UTIL,3700,SJ@TB 10/26/2023 07:00PM ET,SJ,2.47
RW,Blake Coleman (30545590),Blake Coleman,30545590,W/UTIL,3600,STL@CGY 10/26/2023 09:00PM ET,CGY,7.74
LW,Adam Ruzicka (30545592),Adam Ruzicka,30545592,W/UTIL,3600,STL@CGY 10/26/2023 09:00PM ET,CGY,5.54
D,T.J. Brodie (30545948),T.J. Brodie,30545948,D/UTIL,3600,TOR@DAL 10/26/2023 08:00PM ET,TOR,9.85
RW,Mattias Janmark (30545596),Mattias Janmark,30545596,W/UTIL,3600,NYR@EDM 10/26/2023 09:00PM ET,EDM,1.93
LW,Michael Rasmussen (30545598),Michael Rasmussen,30545598,W/UTIL,3600,WPG@DET 10/26/2023 07:00PM ET,DET,6.51
D,Ben Chiarot (30545950),Ben Chiarot,30545950,D/UTIL,3600,WPG@DET 10/26/2023 07:00PM ET,DET,7.56
D,Brock Faber (30545954),Brock Faber,30545954,D/UTIL,3600,MIN@PHI 10/26/2023 07:30PM ET,MIN,7.13
C,Ryan Johansen (30545292),Ryan Johansen,30545292,C/UTIL,3600,COL@PIT 10/26/2023 07:00PM ET,COL,11.18
D,Bowen Byram (30545946),Bowen Byram,30545946,D/UTIL,3600,COL@PIT 10/26/2023 07:00PM ET,COL,6.42
LW,Alex Barre-Boulet (30545594),Alex Barre-Boulet,30545594,W/UTIL,3600,SJ@TB 10/26/2023 07:00PM ET,TB,6.1
D,Kyle Burroughs (30545952),Kyle Burroughs,30545952,D/UTIL,3600,SJ@TB 10/26/2023 07:00PM ET,SJ,4.88
RW,Yegor Sharangovich (30545606),Yegor Sharangovich,30545606,W/UTIL,3500,STL@CGY 10/26/2023 09:00PM ET,CGY,4.26
D,Colton Parayko (30545960),Colton Parayko,30545960,D/UTIL,3500,STL@CGY 10/26/2023 09:00PM ET,STL,8.42
D,Mark Giordano (30545962),Mark Giordano,30545962,D/UTIL,3500,TOR@DAL 10/26/2023 08:00PM ET,TOR,9.05
LW,Tye Kartye (30545608),Tye Kartye,30545608,W/UTIL,3500,SEA@CAR 10/26/2023 07:00PM ET,SEA,7.8
C,Adam Fantilli (30545296),Adam Fantilli,30545296,C/UTIL,3500,CLS@MON 10/26/2023 07:00PM ET,CLS,8.68
LW,Kent Johnson (30545602),Kent Johnson,30545602,W/UTIL,3500,CLS@MON 10/26/2023 07:00PM ET,CLS,5.88
LW,Rafael Harvey-Pinard (30545604),Rafael Harvey-Pinard,30545604,W/UTIL,3500,CLS@MON 10/26/2023 07:00PM ET,MON,5.27
D,Jake Bean (30545956),Jake Bean,30545956,D/UTIL,3500,CLS@MON 10/26/2023 07:00PM ET,CLS,9.22
D,Andrew Peeke (30545958),Andrew Peeke,30545958,D/UTIL,3500,CLS@MON 10/26/2023 07:00PM ET,CLS,6.9
RW,Jonathan Drouin (30545600),Jonathan Drouin,30545600,W/UTIL,3500,COL@PIT 10/26/2023 07:00PM ET,COL,2.83
C,Nicholas Paul (30545294),Nicholas Paul,30545294,C/UTIL,3500,SJ@TB 10/26/2023 07:00PM ET,TB,10.24
D,Mario Ferraro (30545964),Mario Ferraro,30545964,D/UTIL,3500,SJ@TB 10/26/2023 07:00PM ET,SJ,12.2
RW,Morgan Geekie (30545610),Morgan Geekie,30545610,W/UTIL,3400,ANH@BOS 10/26/2023 07:00PM ET,BOS,6.7
D,Kevin Shattenkirk (30545970),Kevin Shattenkirk,30545970,D/UTIL,3400,ANH@BOS 10/26/2023 07:00PM ET,BOS,5
C,Dillon Dube (30545298),Dillon Dube,30545298,C/UTIL,3400,STL@CGY 10/26/2023 09:00PM ET,CGY,5.53
C,Wyatt Johnston (30545300),Wyatt Johnston,30545300,C/UTIL,3400,TOR@DAL 10/26/2023 08:00PM ET,DAL,12.46
LW,Matthew Knies (30545614),Matthew Knies,30545614,W/UTIL,3400,TOR@DAL 10/26/2023 08:00PM ET,TOR,6.82
RW,Alexis Lafreniere (30545616),Alexis Lafreniere,30545616,W/UTIL,3400,NYR@EDM 10/26/2023 09:00PM ET,NYR,6.22
D,K'Andre Miller (30545974),K'Andre Miller,30545974,D/UTIL,3400,NYR@EDM 10/26/2023 09:00PM ET,NYR,6.43
RW,Robby Fabbri (30545618),Robby Fabbri,30545618,W/UTIL,3400,WPG@DET 10/26/2023 07:00PM ET,DET,11.5
LW,Tanner Pearson (30545612),Tanner Pearson,30545612,W/UTIL,3400,CLS@MON 10/26/2023 07:00PM ET,MON,11.25
D,Damon Severson (30545968),Damon Severson,30545968,D/UTIL,3400,CLS@MON 10/26/2023 07:00PM ET,CLS,5.15
D,Cam York (30545972),Cam York,30545972,D/UTIL,3400,MIN@PHI 10/26/2023 07:30PM ET,PHI,8.63
D,Samuel Girard (30545966),Samuel Girard,30545966,D/UTIL,3400,COL@PIT 10/26/2023 07:00PM ET,COL,7.12
D,Brandon Carlo (30545978),Brandon Carlo,30545978,D/UTIL,3300,ANH@BOS 10/26/2023 07:00PM ET,BOS,7.27
RW,Kasperi Kapanen (30545622),Kasperi Kapanen,30545622,W/UTIL,3300,STL@CGY 10/26/2023 09:00PM ET,STL,3.76
RW,Max Domi (30545626),Max Domi,30545626,W/UTIL,3300,TOR@DAL 10/26/2023 08:00PM ET,TOR,5.55
D,Mattias Ekholm (30545984),Mattias Ekholm,30545984,D/UTIL,3300,NYR@EDM 10/26/2023 09:00PM ET,EDM,6.16
RW,Mason Appleton (30545624),Mason Appleton,30545624,W/UTIL,3300,WPG@DET 10/26/2023 07:00PM ET,WPG,7.33
D,Dylan DeMelo (30545982),Dylan DeMelo,30545982,D/UTIL,3300,WPG@DET 10/26/2023 07:00PM ET,WPG,10.35
RW,Alexandre Texier (30545620),Alexandre Texier,30545620,W/UTIL,3300,CLS@MON 10/26/2023 07:00PM ET,CLS,3.12
D,Erik Gudbranson (30545976),Erik Gudbranson,30545976,D/UTIL,3300,CLS@MON 10/26/2023 07:00PM ET,CLS,8.08
D,Kaiden Guhle (30545980),Kaiden Guhle,30545980,D/UTIL,3300,CLS@MON 10/26/2023 07:00PM ET,MON,11.63
C,Ridly Greig (30545304),Ridly Greig,30545304,C/UTIL,3300,OTT@NYI 10/26/2023 07:30PM ET,OTT,8.47
D,Artem Zub (30545986),Artem Zub,30545986,D/UTIL,3300,OTT@NYI 10/26/2023 07:30PM ET,OTT,9.05
C,Anthony Cirelli (30545302),Anthony Cirelli,30545302,C/UTIL,3300,SJ@TB 10/26/2023 07:00PM ET,TB,6.73
C,Charlie Coyle (30545306),Charlie Coyle,30545306,C/UTIL,3200,ANH@BOS 10/26/2023 07:00PM ET,BOS,5.58
C,Leo Carlsson (30545308),Leo Carlsson,30545308,C/UTIL,3200,ANH@BOS 10/26/2023 07:00PM ET,ANH,9.4
D,Chris Tanev (30545988),Chris Tanev,30545988,D/UTIL,3200,STL@CGY 10/26/2023 09:00PM ET,CGY,5.81
D,Ryan Suter (30545998),Ryan Suter,30545998,D/UTIL,3200,TOR@DAL 10/26/2023 08:00PM ET,DAL,4.96
LW,Jordan Martinook (30545630),Jordan Martinook,30545630,W/UTIL,3200,SEA@CAR 10/26/2023 07:00PM ET,CAR,4.57
D,Dmitry Orlov (30545992),Dmitry Orlov,30545992,D/UTIL,3200,SEA@CAR 10/26/2023 07:00PM ET,CAR,4.9
LW,Dominik Kubalik (30545634),Dominik Kubalik,30545634,W/UTIL,3200,OTT@NYI 10/26/2023 07:30PM ET,OTT,1.72
D,Alexander Romanov (30545994),Alexander Romanov,30545994,D/UTIL,3200,OTT@NYI 10/26/2023 07:30PM ET,NYI,6.68
D,Sean Walker (30545990),Sean Walker,30545990,D/UTIL,3200,MIN@PHI 10/26/2023 07:30PM ET,PHI,9.72
D,Jake Middleton (30546000),Jake Middleton,30546000,D/UTIL,3200,MIN@PHI 10/26/2023 07:30PM ET,MIN,10.78
LW,Tomas Tatar (30545628),Tomas Tatar,30545628,W/UTIL,3200,COL@PIT 10/26/2023 07:00PM ET,COL,4.67
D,Marcus Pettersson (30545996),Marcus Pettersson,30545996,D/UTIL,3200,COL@PIT 10/26/2023 07:00PM ET,PIT,6.05
RW,Tyler Motte (30545632),Tyler Motte,30545632,W/UTIL,3200,SJ@TB 10/26/2023 07:00PM ET,TB,1.3
RW,Jakob Silfverberg (30545638),Jakob Silfverberg,30545638,W/UTIL,3100,ANH@BOS 10/26/2023 07:00PM ET,ANH,4.63
D,Matt Grzelcyk (30546002),Matt Grzelcyk,30546002,D/UTIL,3100,ANH@BOS 10/26/2023 07:00PM ET,BOS,3.52
D,Radko Gudas (30546006),Radko Gudas,30546006,D/UTIL,3100,ANH@BOS 10/26/2023 07:00PM ET,ANH,4.57
D,Jamie Drysdale (30546008),Jamie Drysdale,30546008,D/UTIL,3100,ANH@BOS 10/26/2023 07:00PM ET,ANH,7.9
D,Nick Leddy (30546004),Nick Leddy,30546004,D/UTIL,3100,STL@CGY 10/26/2023 09:00PM ET,STL,4.74
D,Jake McCabe (30546010),Jake McCabe,30546010,D/UTIL,3100,TOR@DAL 10/26/2023 08:00PM ET,TOR,4.45
D,Esa Lindell (30546016),Esa Lindell,30546016,D/UTIL,3100,TOR@DAL 10/26/2023 08:00PM ET,DAL,6.16
LW,Warren Foegele (30545640),Warren Foegele,30545640,W/UTIL,3100,NYR@EDM 10/26/2023 09:00PM ET,EDM,9.05
C,Alex Newhook (30545310),Alex Newhook,30545310,C/UTIL,3100,CLS@MON 10/26/2023 07:00PM ET,MON,8.23
RW,Brendan Gallagher (30545636),Brendan Gallagher,30545636,W/UTIL,3100,CLS@MON 10/26/2023 07:00PM ET,MON,6.67
D,Travis Hamonic (30546012),Travis Hamonic,30546012,D/UTIL,3100,OTT@NYI 10/26/2023 07:30PM ET,OTT,4.82
RW,Frederick Gaudreau (30545644),Frederick Gaudreau,30545644,W/UTIL,3100,MIN@PHI 10/26/2023 07:30PM ET,MIN,2.47
C,Mikael Granlund (30545312),Mikael Granlund,30545312,C/UTIL,3100,SJ@TB 10/26/2023 07:00PM ET,SJ,0
LW,Filip Zadina (30545642),Filip Zadina,30545642,W/UTIL,3100,SJ@TB 10/26/2023 07:00PM ET,SJ,6.7
D,Jan Rutta (30546014),Jan Rutta,30546014,D/UTIL,3100,SJ@TB 10/26/2023 07:00PM ET,SJ,6.25
RW,Trent Frederic (30545650),Trent Frederic,30545650,W/UTIL,3000,ANH@BOS 10/26/2023 07:00PM ET,BOS,7.6
D,Urho Vaakanainen (30546024),Urho Vaakanainen,30546024,D/UTIL,3000,ANH@BOS 10/26/2023 07:00PM ET,ANH,1.5
D,Jackson LaCombe (30546026),Jackson LaCombe,30546026,D/UTIL,3000,ANH@BOS 10/26/2023 07:00PM ET,ANH,5
D,Ilya Lyubushkin (30546028),Ilya Lyubushkin,30546028,D/UTIL,3000,ANH@BOS 10/26/2023 07:00PM ET,ANH,7.8
C,Yanni Gourde (30545318),Yanni Gourde,30545318,C/UTIL,3000,SEA@CAR 10/26/2023 07:00PM ET,SEA,4.93
LW,Stefan Noesen (30545652),Stefan Noesen,30545652,W/UTIL,3000,SEA@CAR 10/26/2023 07:00PM ET,CAR,6.26
D,Ryan Lindgren (30546030),Ryan Lindgren,30546030,D/UTIL,3000,NYR@EDM 10/26/2023 09:00PM ET,NYR,2.2
D,Erik Gustafsson (30546032),Erik Gustafsson,30546032,D/UTIL,3000,NYR@EDM 10/26/2023 09:00PM ET,NYR,9.02
C,Vladislav Namestnikov (30545316),Vladislav Namestnikov,30545316,C/UTIL,3000,WPG@DET 10/26/2023 07:00PM ET,WPG,7.28
LW,Cole Perfetti (30545654),Cole Perfetti,30545654,W/UTIL,3000,WPG@DET 10/26/2023 07:00PM ET,WPG,7.05
RW,Emil Bemstrom (30545646),Emil Bemstrom,30545646,W/UTIL,3000,CLS@MON 10/26/2023 07:00PM ET,CLS,5.52
LW,Justin Danforth (30545648),Justin Danforth,30545648,W/UTIL,3000,CLS@MON 10/26/2023 07:00PM ET,CLS,8.95
D,Justin Barron (30546022),Justin Barron,30546022,D/UTIL,3000,CLS@MON 10/26/2023 07:00PM ET,MON,9.83
C,Noah Cates (30545314),Noah Cates,30545314,C/UTIL,3000,MIN@PHI 10/26/2023 07:30PM ET,PHI,6.07
D,Josh Manson (30546020),Josh Manson,30546020,D/UTIL,3000,COL@PIT 10/26/2023 07:00PM ET,COL,7.45
D,Erik Cernak (30546018),Erik Cernak,30546018,D/UTIL,3000,SJ@TB 10/26/2023 07:00PM ET,TB,2.16
C,Kevin Hayes (30545320),Kevin Hayes,30545320,C/UTIL,2900,STL@CGY 10/26/2023 09:00PM ET,STL,2.16
RW,Evgenii Dadonov (30545664),Evgenii Dadonov,30545664,W/UTIL,2900,TOR@DAL 10/26/2023 08:00PM ET,DAL,3.98
D,Thomas Harley (30546044),Thomas Harley,30546044,D/UTIL,2900,TOR@DAL 10/26/2023 08:00PM ET,DAL,7.02
C,Jordan Staal (30545322),Jordan Staal,30545322,C/UTIL,2900,SEA@CAR 10/26/2023 07:00PM ET,CAR,6.27
D,Brady Skjei (30546036),Brady Skjei,30546036,D/UTIL,2900,SEA@CAR 10/26/2023 07:00PM ET,CAR,9.71
D,Jamie Oleksiak (30546040),Jamie Oleksiak,30546040,D/UTIL,2900,SEA@CAR 10/26/2023 07:00PM ET,SEA,7.54
RW,Connor Brown (30545660),Connor Brown,30545660,W/UTIL,2900,NYR@EDM 10/26/2023 09:00PM ET,EDM,1.72
C,Joe Veleno (30545324),Joe Veleno,30545324,C/UTIL,2900,WPG@DET 10/26/2023 07:00PM ET,DET,8.24
RW,Juraj Slafkovsky (30545656),Juraj Slafkovsky,30545656,W/UTIL,2900,CLS@MON 10/26/2023 07:00PM ET,MON,2.98
LW,Pierre Engvall (30545658),Pierre Engvall,30545658,W/UTIL,2900,OTT@NYI 10/26/2023 07:30PM ET,NYI,3.2
D,Sebastian Aho (30546038),Sebastian Aho,30546038,D/UTIL,2900,OTT@NYI 10/26/2023 07:30PM ET,NYI,4.52
D,Egor Zamula (30546034),Egor Zamula,30546034,D/UTIL,2900,MIN@PHI 10/26/2023 07:30PM ET,PHI,10.02
RW,Kevin Labanc (30545662),Kevin Labanc,30545662,W/UTIL,2900,SJ@TB 10/26/2023 07:00PM ET,SJ,3.43
D,Matt Benning (30546042),Matt Benning,30546042,D/UTIL,2900,SJ@TB 10/26/2023 07:00PM ET,SJ,6.18
D,Nikita Zadorov (30546050),Nikita Zadorov,30546050,D/UTIL,2800,STL@CGY 10/26/2023 09:00PM ET,CGY,5.09
LW,Noah Gregor (30545674),Noah Gregor,30545674,W/UTIL,2800,TOR@DAL 10/26/2023 08:00PM ET,TOR,6.07
D,Timothy Liljegren (30546058),Timothy Liljegren,30546058,D/UTIL,2800,TOR@DAL 10/26/2023 08:00PM ET,TOR,5.68
LW,Brandon Tanev (30545672),Brandon Tanev,30545672,W/UTIL,2800,SEA@CAR 10/26/2023 07:00PM ET,SEA,4.1
D,Nate Schmidt (30546052),Nate Schmidt,30546052,D/UTIL,2800,WPG@DET 10/26/2023 07:00PM ET,WPG,3.02
C,Cole Sillinger (30545326),Cole Sillinger,30545326,C/UTIL,2800,CLS@MON 10/26/2023 07:00PM ET,CLS,5
D,Adam Boqvist (30546046),Adam Boqvist,30546046,D/UTIL,2800,CLS@MON 10/26/2023 07:00PM ET,CLS,2.8
D,Arber Xhekaj (30546048),Arber Xhekaj,30546048,D/UTIL,2800,CLS@MON 10/26/2023 07:00PM ET,MON,4.28
C,Jean-Gabriel Pageau (30545328),Jean-Gabriel Pageau,30545328,C/UTIL,2800,OTT@NYI 10/26/2023 07:30PM ET,NYI,6.26
LW,Simon Holmstrom (30545670),Simon Holmstrom,30545670,W/UTIL,2800,OTT@NYI 10/26/2023 07:30PM ET,NYI,5.35
C,Marco Rossi (30545332),Marco Rossi,30545332,C/UTIL,2800,MIN@PHI 10/26/2023 07:30PM ET,MIN,7.95
RW,Tyson Foerster (30545668),Tyson Foerster,30545668,W/UTIL,2800,MIN@PHI 10/26/2023 07:30PM ET,PHI,3.92
RW,Logan O'Connor (30545666),Logan O'Connor,30545666,W/UTIL,2800,COL@PIT 10/26/2023 07:00PM ET,COL,8.52
C,Thomas Bordeleau (30545330),Thomas Bordeleau,30545330,C/UTIL,2800,SJ@TB 10/26/2023 07:00PM ET,SJ,5.32
LW,William Eklund (30545676),William Eklund,30545676,W/UTIL,2800,SJ@TB 10/26/2023 07:00PM ET,SJ,5.05
D,Nick Perbix (30546054),Nick Perbix,30546054,D/UTIL,2800,SJ@TB 10/26/2023 07:00PM ET,TB,4.47
D,Darren Raddysh (30546056),Darren Raddysh,30546056,D/UTIL,2800,SJ@TB 10/26/2023 07:00PM ET,TB,6.39
C,Bo Groulx (30545336),Bo Groulx,30545336,C/UTIL,2700,ANH@BOS 10/26/2023 07:00PM ET,ANH,2.02
LW,Max Jones (30545682),Max Jones,30545682,W/UTIL,2700,ANH@BOS 10/26/2023 07:00PM ET,ANH,2.1
D,Derek Forbort (30546062),Derek Forbort,30546062,D/UTIL,2700,ANH@BOS 10/26/2023 07:00PM ET,BOS,8.98
RW,Sammy Blais (30545680),Sammy Blais,30545680,W/UTIL,2700,STL@CGY 10/26/2023 09:00PM ET,STL,4.16
LW,Mason Marchment (30545690),Mason Marchment,30545690,W/UTIL,2700,TOR@DAL 10/26/2023 08:00PM ET,DAL,1.8
D,Nils Lundkvist (30546070),Nils Lundkvist,30546070,D/UTIL,2700,TOR@DAL 10/26/2023 08:00PM ET,DAL,2.5
C,Jack Drury (30545338),Jack Drury,30545338,C/UTIL,2700,SEA@CAR 10/26/2023 07:00PM ET,CAR,3.04
RW,Jesper Fast (30545684),Jesper Fast,30545684,W/UTIL,2700,SEA@CAR 10/26/2023 07:00PM ET,CAR,5.49
RW,Blake Wheeler (30545686),Blake Wheeler,30545686,W/UTIL,2700,NYR@EDM 10/26/2023 09:00PM ET,NYR,2.93
C,Adam Lowry (30545340),Adam Lowry,30545340,C/UTIL,2700,WPG@DET 10/26/2023 07:00PM ET,WPG,4.95
D,Brenden Dillon (30546064),Brenden Dillon,30546064,D/UTIL,2700,WPG@DET 10/26/2023 07:00PM ET,WPG,6.25
D,Olli Maatta (30546066),Olli Maatta,30546066,D/UTIL,2700,WPG@DET 10/26/2023 07:00PM ET,DET,5.62
D,David Jiricek (30546060),David Jiricek,30546060,D/UTIL,2700,CLS@MON 10/26/2023 07:00PM ET,CLS,4.42
D,Erik Brannstrom (30546068),Erik Brannstrom,30546068,D/UTIL,2700,OTT@NYI 10/26/2023 07:30PM ET,OTT,4.3
D,Alex Goligoski (30546072),Alex Goligoski,30546072,D/UTIL,2700,MIN@PHI 10/26/2023 07:30PM ET,MIN,5.5
C,Ross Colton (30545334),Ross Colton,30545334,C/UTIL,2700,COL@PIT 10/26/2023 07:00PM ET,COL,6.18
LW,Miles Wood (30545678),Miles Wood,30545678,W/UTIL,2700,COL@PIT 10/26/2023 07:00PM ET,COL,4.85
RW,Luke Kunin (30545688),Luke Kunin,30545688,W/UTIL,2700,SJ@TB 10/26/2023 07:00PM ET,SJ,3.87
RW,Brett Leason (30545694),Brett Leason,30545694,W/UTIL,2600,ANH@BOS 10/26/2023 07:00PM ET,ANH,6.58
D,Tristan Luneau (30546078),Tristan Luneau,30546078,D/UTIL,2600,ANH@BOS 10/26/2023 07:00PM ET,ANH,1.4
RW,Alexey Toropchenko (30545692),Alexey Toropchenko,30545692,W/UTIL,2600,STL@CGY 10/26/2023 09:00PM ET,STL,3.8
C,Alex Wennberg (30545344),Alex Wennberg,30545344,C/UTIL,2600,SEA@CAR 10/26/2023 07:00PM ET,SEA,5.09
D,Jalen Chatfield (30546080),Jalen Chatfield,30546080,D/UTIL,2600,SEA@CAR 10/26/2023 07:00PM ET,CAR,2.54
D,Will Borgen (30546082),Will Borgen,30546082,D/UTIL,2600,SEA@CAR 10/26/2023 07:00PM ET,SEA,5.51
D,Brian Dumoulin (30546084),Brian Dumoulin,30546084,D/UTIL,2600,SEA@CAR 10/26/2023 07:00PM ET,SEA,3.96
D,Braden Schneider (30546086),Braden Schneider,30546086,D/UTIL,2600,NYR@EDM 10/26/2023 09:00PM ET,NYR,4.92
D,Justin Holl (30546088),Justin Holl,30546088,D/UTIL,2600,WPG@DET 10/26/2023 07:00PM ET,DET,4.55
C,Sean Kuraly (30545342),Sean Kuraly,30545342,C/UTIL,2600,CLS@MON 10/26/2023 07:00PM ET,CLS,3.82
D,Johnathan Kovacevic (30546074),Johnathan Kovacevic,30546074,D/UTIL,2600,CLS@MON 10/26/2023 07:00PM ET,MON,4.17
D,Jordan Harris (30546076),Jordan Harris,30546076,D/UTIL,2600,CLS@MON 10/26/2023 07:00PM ET,MON,2.7
RW,Oliver Wahlstrom (30545696),Oliver Wahlstrom,30545696,W/UTIL,2600,OTT@NYI 10/26/2023 07:30PM ET,NYI,2.25
C,Connor Dewar (30545350),Connor Dewar,30545350,C/UTIL,2600,MIN@PHI 10/26/2023 07:30PM ET,MIN,5.47
LW,Marcus Foligno (30545702),Marcus Foligno,30545702,W/UTIL,2600,MIN@PHI 10/26/2023 07:30PM ET,MIN,4.33
LW,Brandon Duhaime (30545704),Brandon Duhaime,30545704,W/UTIL,2600,MIN@PHI 10/26/2023 07:30PM ET,MIN,6.85
RW,Vinni Lettieri (30545706),Vinni Lettieri,30545706,W/UTIL,2600,MIN@PHI 10/26/2023 07:30PM ET,MIN,1.5
C,Lars Eller (30545346),Lars Eller,30545346,C/UTIL,2600,COL@PIT 10/26/2023 07:00PM ET,PIT,7.25
C,Nico Sturm (30545348),Nico Sturm,30545348,C/UTIL,2600,SJ@TB 10/26/2023 07:00PM ET,SJ,3.45
LW,Tanner Jeannot (30545698),Tanner Jeannot,30545698,W/UTIL,2600,SJ@TB 10/26/2023 07:00PM ET,TB,4.73
RW,Michael Eyssimont (30545700),Michael Eyssimont,30545700,W/UTIL,2600,SJ@TB 10/26/2023 07:00PM ET,TB,5.7
C,John Beecher (30545362),John Beecher,30545362,C/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,BOS,3.02
C,Sam Carrick (30545370),Sam Carrick,30545370,C/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,ANH,2.88
C,Isac Lundestrom (30545372),Isac Lundestrom,30545372,C/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,ANH,0
LW,Jakub Lauko (30545722),Jakub Lauko,30545722,W/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,BOS,1.72
RW,Patrick Brown (30545724),Patrick Brown,30545724,W/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,BOS,1.5
LW,Milan Lucic (30545726),Milan Lucic,30545726,W/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,BOS,3.52
LW,Ross Johnston (30545734),Ross Johnston,30545734,W/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,ANH,2.3
LW,Alex Killorn (30545736),Alex Killorn,30545736,W/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,ANH,0
RW,Brock McGinn (30545738),Brock McGinn,30545738,W/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,ANH,0
LW,Chase De Leo (30545740),Chase De Leo,30545740,W/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,ANH,0
D,Ian Mitchell (30546106),Ian Mitchell,30546106,D/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,BOS,2.5
D,Robert Hagg (30546250),Robert Hagg,30546250,D/UTIL,2500,ANH@BOS 10/26/2023 07:00PM ET,ANH,0
C,Oskar Sundqvist (30545358),Oskar Sundqvist,30545358,C/UTIL,2500,STL@CGY 10/26/2023 09:00PM ET,STL,3.8
